,subject,P300tar_N1FzL,P300tar_N1FzA,P300tar_N1CzL,P300tar_N1CzA,P300tar_N1PzL,P300tar_N1PzA,P300tar_P2FzL,P300tar_P2FzA,P300tar_P2CzL,P300tar_P2CzA,P300tar_P2PzL,P300tar_P2PzA,P300tar_N2FzL,P300tar_N2FzA,P300tar_N2CzL,P300tar_N2CzA,P300tar_N2PzL,P300tar_N2PzA,P300tar_P3FzL,P300tar_P3FzA,P300tar_P3CzL,P300tar_P3CzA,P300tar_P3PzL,P300tar_P3PzA,P300distr_N1FzL,P300distr_N1FzA,P300distr_N1CzL,P300distr_N1CzA,P300distr_N1PzL,P300distr_N1PzA,P300distr_P2FzL,P300distr_P2FzA,P300distr_P2CzL,P300distr_P2CzA,P300distr_P2PzL,P300distr_P2PzA,P300distr_N2FzL,P300distr_N2FzA,P300distr_N2CzL,P300distr_N2CzA,P300distr_N2PzL,P300distr_N2PzA,P300distr_P3FzL,P300distr_P3FzA,P300distr_P3CzL,P300distr_P3CzA,P300distr_P3PzL,P300distr_P3PzA
10,1,0.7122616796558576,0.5962792140237636,0.2892309557752142,0.6074796075368593,0.27699361822252977,0.6437543212634873,0.408953103631705,0.49123206219343407,0.0914773826589341,0.20783105647707997,0.13660296210404735,0.33598008436181237,0.1863594652368746,0.6210956571905952,0.18550783939188178,0.502504115210096,0.2142651874509608,0.43679116029790194,0.7384939715420354,0.25242987196066574,0.1798815604027609,0.22323584470725938,0.14349598177051015,0.2418216833847154,0.3491657467137285,0.5067742981446298,0.33866780680609354,0.5024118551664989,0.3152282499601868,0.5263859871033266,0.6553210455183452,0.5453361846058912,0.3756790619250363,0.3515517523206141,0.36209162383506877,0.31807079949845046,0.598253247778137,0.6149292319514457,0.5779358236215318,0.5127797923452386,0.2746386631000096,0.43112925322467177,0.5860877170797802,0.5242969020527188,0.8190035957432861,0.3628638946386279,0.8573784691660514,0.2131572659321256
11,1,0.22845686008306212,0.5800689955470314,0.3354112128015884,0.3771658339359372,0.4553999611968637,0.29243544432045965,0.47699781812663067,0.6767718911879311,0.3879349796026976,0.48713210153403613,0.40345054132292174,0.5847595075698097,0.8790951937976574,0.7977233170635972,0.3632750784782003,0.2524018306499592,0.40689460211165723,0.17632722403287165,0.4874036900855785,0.7044250490416395,0.5960813652359022,0.543800647920197,0.5921737893796786,0.6218413723594302,0.20697270533597967,0.5313692524622272,0.24087362682617783,0.4247660594112079,0.27001453716191304,0.3476706881896606,0.23727179712760446,0.5973757159730501,0.8039101966804666,0.29919211573779547,0.7803020541960487,0.4616789427621462,0.24196743664515466,0.40629170258227015,0.2478783810556961,0.14712647067830312,0.2746386631000096,0.1064666829526779,0.6824803137721488,0.6580759680560938,0.6805619647564417,0.7890137849707114,0.7425964100969606,0.9066840015631589
12,1,0.35892949669374724,0.4968808400991422,0.17580170443786478,0.4187538750954039,0.14931654434004968,0.3780369189372352,0.34422639836267155,0.3436964948395034,0.29306315226162777,0.29628193843912076,0.37687032973728846,0.3421116321956214,0.3454236628203528,0.3248205121266589,0.3050114533337794,0.278457448679558,0.3352918061324684,0.4066897246898963,0.6826588189875992,0.3350526331970992,0.41652598189251405,0.3851666104375002,0.36216983232685535,0.42606319275314275,0.2491626348093045,0.6443646759341601,0.7322505082818792,0.46672626843426157,0.27001453716191304,0.3352597617150677,0.09502048495497568,0.317574054031225,0.0996582896010934,0.16213306601703542,0.2911313147742984,0.14925575906428865,0.2880276995235222,0.3903800318072849,0.187547374644846,0.3234601854036853,0.8447103683281619,0.8433927825599933,0.3055844625765928,0.6304681301338103,0.32078732589593484,0.603235436404656,0.3743195301908797,0.6019058816310653
13,1,0.4612464732670509,0.706572818466157,0.06776061203956894,0.7105084022627971,0.089042490300597,0.3861394731987334,0.5798744494425141,0.8413386886502209,0.5274895400932472,0.8230301469107891,0.5965494586770783,0.7466680182941509,0.5780174915320498,0.7100690584458319,0.5883413653997781,0.5180374140228103,0.6331534208295251,0.4440703139779291,0.21075629939264956,0.6793294048379911,0.25668583526697336,0.5393515444142425,0.8438877229702215,0.3773057811947812,0.4055190550553524,0.3805214652452134,0.33866780680609354,0.3261228122630271,0.36423531779038215,0.3108726327929057,0.3908805141782937,0.6624490453227162,0.3495989513325286,0.6968542286000582,0.31388260159779,0.6779522503362776,0.4224728506591561,0.5155443684114311,0.4306650194665693,0.4297962904426551,0.44397689952726854,0.35701961886474526,0.7341187352575352,0.5914710459020082,0.748595557673484,0.5160559684791076,0.5288591326106541,0.44071377063106804
14,1,0.1931938871703914,0.2945253214402578,0.2470453946174111,0.13268718574702043,0.23965706035137677,0.091710283682664,0.4427066753976048,0.6459916588011513,0.29306315226162777,0.5816757233253458,0.351010893331201,0.40941227420345316,0.3454236628203528,0.528849742309936,0.2523883497514906,0.43939781352473883,0.25079334543859394,0.4972755262505228,0.2959186054226371,0.9192553864623122,0.3317770912950482,0.9269030303648577,0.32000640527718927,0.8937132156560249,0.4055190550553524,0.2778706192611255,0.39414855481328004,0.21007538097105535,0.36423531779038215,0.1588642284522576,0.30881737815774657,0.46103643288528523,0.27699391774843657,0.37467479644673524,0.31388260159779,0.27757462850375547,0.31291811478292236,0.44179040430769084,0.2947172700836362,0.40567985892016595,0.2156830058148737,0.3930236654537897,0.22474548547644074,0.7526547652876331,0.1819172360257779,0.820742142111957,0.30398824548215075,0.8015162789594804
15,1,0.31166272067549444,0.5737788825535574,0.3849712430656673,0.5663232725076048,0.4075717970964935,0.670819444959747,0.4427066753976048,0.574144261053605,0.29306315226162777,0.49097538307235467,0.30193739409796977,0.46689319033013005,0.48923765346042697,0.6340874548007819,0.2779345036020021,0.5511248982303615,0.35850995015282494,0.5088839584390173,0.42005837082971287,0.6143181226829868,0.46120379556052615,0.46229908240993406,0.36216983232685535,0.31308148495078575,0.29673469432766664,0.5177478398001341,0.28729332601060487,0.5758891462686245,0.27001453716191304,0.6683301559557339,0.28366896290202925,0.510536258049707,0.27699391774843657,0.45150428541719523,0.5736189656696432,0.33510964741899923,0.5106936150671276,0.4918435328917288,0.45997342478859393,0.43767017855202955,0.5236704308171896,0.4337085516933824,0.5657027848203956,0.5105528982755676,0.5632063188979802,0.44062175905824,0.6059244037138362,0.3075500057929251
16,1,0.2680180982431894,0.29908772189313265,0.3354112128015884,0.08051175890533903,0.31771632716835374,0.012538022997051146,0.4427066753976048,0.8186296504266173,0.32321503813926433,0.22791855097905683,0.2789181440254293,0.12290148857896564,0.3454236628203528,0.7473952546757527,0.2523883497514906,0.27522787631435797,0.25079334543859394,0.12012488735547679,0.12396996730030571,0.5739122611769508,0.2397514364636617,0.5746582347732818,0.2113023386721777,0.5671865697515216,0.3491657467137285,0.14601311097779562,0.39414855481328004,0.058655182651446626,0.5247927321099876,0.030084966379910677,0.6820464215390645,0.24107928637623788,0.30015730530806944,0.06615068393547685,0.36209162383506877,0.06378603564908798,0.6799633732893935,0.3196540797900651,0.22641804280376732,0.1540510175336758,0.25392062736278126,0.1230313864765642,0.34211280993283566,0.5385447970553265,0.32078732589593484,0.7027593018261994,0.1587661249924141,0.6360868036581853
17,1,0.22845686008306212,0.36071021738975684,0.2892309557752142,0.18958118695410076,0.31771632716835374,0.18386172776915774,0.7335698885991658,0.5229297138735908,0.6628764351098085,0.2930390634325365,0.6231296702627115,0.2243299782936217,0.8912062292483346,0.4183571679138649,0.6197052161915765,0.2363729252883749,0.5843726263791151,0.2157126712219153,0.13416216116101168,0.2303893672566601,0.5960813652359022,0.2040488292608339,0.54616203257525,0.21661120639815173,0.2491626348093045,0.4256658150679859,0.24087362682617783,0.35188688256947387,0.27001453716191304,0.3647358908029727,0.3351521751852155,0.40537837871942123,0.30015730530806944,0.23196665978412365,0.3375651812647314,0.18411377358756117,0.4224728506591561,0.4146732733227222,0.4018344950292738,0.2275943220710667,0.4178431165948118,0.20005558861892048,0.46181480534761393,0.598710134614564,0.500774953850289,0.558197364197384,0.47646739355369483,0.41356360143115783
18,1,0.22845686008306212,0.4344789889612301,0.2892309557752142,0.3235862570385051,0.3614330774013461,0.4216313791160556,0.408953103631705,0.5961893085661711,0.3879349796026976,0.49216718837644186,0.5418066185243371,0.5955553619193885,0.29365861638343654,0.6458101387059852,0.2523883497514906,0.6223538118872534,0.25079334543859394,0.6636828709575545,0.2773745744242179,0.6418762863288408,0.3317770912950482,0.7104538574186623,0.36216983232685535,0.8455332887384049,0.1703062749967094,0.682613963754512,0.16430282395404094,0.657050393380572,0.19277647116351457,0.6096001654768644,0.2597987235757631,0.6139140067208828,0.23412416634265198,0.4585827089168852,0.2911313147742984,0.40188023573881765,0.31291811478292236,0.5859838175495592,0.27066109668831123,0.4525739415357688,0.23426075208114702,0.46984319361723503,0.22474548547644074,0.7023195180851792,0.2686974612922979,0.7867805271241194,0.26150855642339305,0.8957258683604037
19,1,0.40910426054264626,0.6671736012890456,0.4370385932390028,0.5655474908967542,0.31771632716835374,0.5153884670479191,0.4427066753976048,0.6447301199215894,0.3879349796026976,0.6412737023911977,0.351010893331201,0.6282686612550749,0.31898317754415334,0.5870929455394305,0.3050114533337794,0.47031315631581244,0.8787775319521066,0.8371982087053209,0.21075629939264956,0.5783333680109601,0.3946451204721003,0.4574290423490871,0.5921737893796786,0.6006636659071266,0.4644766212573756,0.5041141078711269,0.5121856697439189,0.43163598063971326,0.5247927321099876,0.4542832295230343,0.3625547228499789,0.525847278505741,0.3243886363406392,0.3807959033494347,0.31388260159779,0.34297474698136327,0.36596392249244875,0.29067646845705697,0.37366728091782725,0.19034389336694535,0.8302084386256107,0.8186868713609147,0.7654100006990121,0.6641236854111917,0.748595557673484,0.7019226562107754,0.5806226554788141,0.7699431431478386
20,1,0.31166272067549444,0.3946908730973916,0.3354112128015884,0.201646956132597,0.3614330774013461,0.19789051481610165,0.313754067100492,0.4926921323592575,0.23801590617596097,0.3684631082252577,0.25700772072181327,0.36647286750783276,0.4011315957330461,0.3649405844100128,0.3941279878016193,0.08528184619258518,0.43184972901726787,0.11617359065785919,0.4874036900855785,0.7235320427506958,0.6177338406726963,0.696806265748584,0.5693175313068387,0.7283046127748964,0.3491657467137285,0.4511579707912126,0.33866780680609354,0.3666562540836552,0.3152282499601868,0.38027404797232334,0.28366896290202925,0.5995629625022934,0.27699391774843657,0.5068237456165275,0.2693816572147734,0.43465784929609125,0.4224728506591561,0.36907702554479854,0.45997342478859393,0.12305145172543899,0.4704243941800147,0.14356292993711553,0.7341187352575352,0.7546452678394718,0.7325190134660282,0.6628218342741492,0.5548897582604689,0.5879117624764721
21,1,0.31166272067549444,0.6083610038183274,0.3354112128015884,0.3031145628875534,0.3614330774013461,0.5527122153990914,0.3760365479687009,0.5048988503249251,0.35491168337765383,0.32826304370031595,0.48603548094638666,0.5441957724085595,0.31898317754415334,0.5021038354585294,0.2779345036020021,0.41246706865026933,0.2705417088132242,0.6270500830483577,0.2425136705222194,0.46587982689356167,0.29282309844260856,0.23436667309933124,0.5921737893796786,0.44127406089695476,0.3491657467137285,0.3268565242532938,0.33866780680609354,0.28285056194616204,0.3152282499601868,0.4343435996051614,0.41996135389861894,0.44623697737875645,0.3495989513325286,0.3902519547735432,0.5736189656696432,0.5170116055629282,0.4224728506591561,0.4590671215477049,0.4018344950292738,0.49183667452876606,0.392162675110748,0.5983791635379075,0.2881635418476486,0.7377880817160449,0.3028314105000702,0.6575484064660276,0.7005131164407332,0.5692638574186932
22,1,0.40910426054264626,0.3558690235392424,0.4370385932390028,0.3652593773603877,0.27699361822252977,0.5056320175096045,0.34422639836267155,0.3609569384549371,0.29306315226162777,0.40741306216095957,0.30193739409796977,0.46867430799495907,0.2695488258963221,0.3005207070233487,0.2523883497514906,0.2689191956468664,0.8787775319521066,0.8272928555559268,0.37661073407035484,0.621903200908489,0.46120379556052615,0.5572014549270322,0.45254534446587336,0.4656360309524119,0.6939001236523433,0.24590253918747731,0.6288792068976792,0.27220143830396554,0.6310613665194886,0.2850936375537836,0.3625547228499789,0.2024229279148148,0.13442267571375194,0.06109407100985732,0.6253605564408974,0.5407411610589966,0.1500415421535683,0.36055452984731107,0.13918298581426689,0.35399790403367426,0.5236704308171896,0.5987389805897629,0.7175103074950318,0.8838343278522999,0.2854581584063891,0.8087908008273946,0.1587661249924141,0.5648735552773082
23,1,0.35892949669374724,0.4015223243485338,0.3849712430656673,0.450663536343473,0.4075717970964935,0.5803286873786693,0.408953103631705,0.6791066240967187,0.35491168337765383,0.7506413678025405,0.5139645190536133,0.6942404928076328,0.5486971840124045,0.5703601989147923,0.5562431049741388,0.467610438267832,0.5338805985669125,0.42704604423676495,0.3151617010891917,0.5943262700728206,0.3946451204721003,0.43815229215049367,0.5693175313068387,0.2982382957559832,0.3491657467137285,0.35647262205082925,0.33866780680609354,0.38726707303021607,0.36423531779038215,0.41751935468785484,0.41996135389861894,0.6269992352224738,0.30015730530806944,0.6593992728537588,0.31388260159779,0.5719625017679407,0.4516119532780463,0.5791990623481152,0.4895613009738312,0.44911216087227696,0.4970390174035888,0.4271144125573732,0.4004799166418908,0.5641173745916043,0.5632063188979802,0.4375563183066618,0.6547483676698125,0.398992552409847
24,1,0.1931938871703914,0.30073904419004643,0.20920177103064036,0.30853385719240156,0.23965706035137677,0.3742424320483445,0.408953103631705,0.4045535780645329,0.32321503813926433,0.46439495837784067,0.18115224264853375,0.5094848262375963,0.45951677871213514,0.3023367045501365,0.4258487225240268,0.36068750393698235,0.43184972901726787,0.4862674872198432,0.874931264316832,0.25410870438469135,0.29282309844260856,0.4591929052572587,0.22737357548905918,0.40119065503006873,0.3491657467137285,0.26579340101292337,0.33866780680609354,0.3455373990923928,0.36423531779038215,0.387704144301518,0.3625547228499789,0.3474444475129423,0.3495989513325286,0.39246085257987284,0.2911313147742984,0.41490737104667696,0.4224728506591561,0.3079818173221771,0.45997342478859393,0.38392229837714986,0.44397689952726854,0.42739144323638245,0.7341187352575352,0.26478256021549407,0.23710246473240532,0.45934016054867477,0.39918849668581063,0.4830657300126753
25,1,0.31166272067549444,0.6008964412336418,0.2892309557752142,0.698450900576334,0.17583356767847377,0.7296524324556285,0.4427066753976048,0.4741092052350026,0.26462425033248693,0.47394690194355055,0.19832198270248935,0.5703907582595207,0.45951677871213514,0.41449170204790775,0.3335079044445066,0.43800019691494285,0.8420253236655372,0.7525075989753793,0.8934719973504291,0.2358243409648309,0.43874074904714083,0.5996959706916923,0.6146381146323063,0.4603290140507922,0.3491657467137285,0.3629031385011331,0.28729332601060487,0.4535320153796984,0.27001453716191304,0.5275558481197917,0.17803218438661858,0.3356329376609259,0.21449478919374304,0.38256262922288425,0.8715377918879029,0.4993448452013333,0.6536524571633727,0.2637801445844615,0.37366728091782725,0.41259564556307265,0.2746386631000096,0.47926399268566816,0.44114548362646044,0.3652335891159514,0.45901954797589467,0.5251848591646375,0.4503931043022205,0.5689286791419169
26,1,0.5142507074227689,0.7044614229190302,0.49053144340727395,0.6837555070296215,0.31771632716835374,0.7520340711145301,0.2848077102068913,0.512576573914117,0.29306315226162777,0.5425213482350294,0.430609943802302,0.679411976108489,0.3454236628203528,0.31235438787679337,0.3632750784782003,0.19702793593423015,0.48268469209070675,0.24130385715520994,0.3555636789451619,0.4191868862366091,0.14313640521184567,0.14426918563231134,0.47589373208120256,0.6341979253612112,0.20697270533597967,0.595253601617406,0.24087362682617783,0.5457255346942521,0.22911607632511485,0.6067458637486092,0.14540585164552505,0.3054081403724909,0.16291988497679089,0.2073006267566727,0.17695828161785596,0.3412147930788737,0.1500415421535683,0.3868595842940235,0.187547374644846,0.2724842564625419,0.2156830058148737,0.25562076564134284,0.7800654846581246,0.6214823780352576,0.8062642189293396,0.5653824902937394,0.47646739355369483,0.7580500565163415
27,1,0.40910426054264626,0.1674468337699947,0.3354112128015884,0.09126239224273784,0.31771632716835374,0.3163695641165217,0.313754067100492,0.19098798556693677,0.26462425033248693,0.2396526264607734,0.3259975484343583,0.22495630477121895,0.22524170282323794,0.14100748214968467,0.2523883497514906,0.1148986436098414,0.2705417088132242,0.2887136843748923,0.2425136705222194,0.3215172302181707,0.9085017998907239,0.0519285571058744,0.22737357548905918,0.43845473555376385,0.5244440374166358,0.30698612491131366,0.45249935522226825,0.2178358376065378,0.4162302295941218,0.4419416274636825,0.30881737815774657,0.28775823085232966,0.3243886363406392,0.2415547436443237,0.2693816572147734,0.3234671689882451,0.31291811478292236,0.1966969291330641,0.2947172700836362,0.2956979570724176,0.29637562016264474,0.3409232038437541,0.5657027848203956,0.2954325521089464,0.19470601709678828,0.48865664463658337,0.5806226554788141,0.6860378117054863
28,1,0.6181506628422173,0.4269980166983225,0.3354112128015884,0.42276974010668544,0.27699361822252977,0.5280228021082191,0.3760365479687009,0.4568140938044086,0.35491168337765383,0.3398356613179814,0.13660296210404735,0.22798396186346517,0.2467270566669203,0.3235333229168898,0.22844737348146013,0.4133417981116845,0.2705417088132242,0.4729368585171815,0.7875622613093359,0.9140357809434266,0.8143437786232429,0.7102323899265339,0.7717087647640617,0.6209709058014697,0.3491657467137285,0.5674839104896041,0.33866780680609354,0.6056217936811824,0.36423531779038215,0.5774594814073395,0.23727179712760446,0.4010026673398611,0.8897464628857945,0.6055608157776481,0.31388260159779,0.4459730994008563,0.26435538877348924,0.39669980824404394,0.3199735201381994,0.4751589678540779,0.3426687620887204,0.37635039233307604,0.5450931447903956,0.4197127569097723,0.5632063188979802,0.40746252194392374,0.5806226554788141,0.4560484925684071
